timestamp,rssi,lqi,device_id
'2023-08-26 12:24:20,490',-100,45,30
'2023-08-26 12:24:21,521',-101,64,30
'2023-08-26 12:24:22,083',-100,64,30
'2023-08-26 12:24:23,490',-100,62,30
'2023-08-26 12:24:24,997',-100,54,30
'2023-08-26 12:24:25,364',-100,54,30
'2023-08-26 12:24:25,458',-99,54,30
'2023-08-26 12:24:25,927',-100,54,30
'2023-08-26 12:24:26,865',-100,54,30
'2023-08-26 12:24:28,834',-100,68,30
'2023-08-26 12:24:28,926',-100,68,30
'2023-08-26 12:26:47,895',-99,75,30
'2023-08-26 12:26:47,989',-99,75,30
'2023-08-26 12:26:48,083',-100,75,30
'2023-08-26 12:26:48,175',-99,75,30
'2023-08-26 12:26:48,270',-99,75,30
'2023-08-26 12:26:48,364',-100,75,30
'2023-08-26 12:26:48,833',-100,63,30
'2023-08-26 12:26:49,019',-99,63,30
'2023-08-26 12:26:49,113',-99,63,30
'2023-08-26 12:26:49,207',-99,63,30
'2023-08-26 12:26:49,395',-99,71,30
'2023-08-26 12:26:49,583',-99,71,30
'2023-08-26 12:26:49,769',-99,71,30
'2023-08-26 12:26:49,957',-99,71,30
'2023-08-26 12:26:50,145',-99,71,30
'2023-08-26 12:26:50,239',-99,71,30
'2023-08-26 12:26:50,333',-100,71,30
'2023-08-26 12:26:50,520',-100,71,30
'2023-08-26 12:26:50,801',-99,71,30
'2023-08-26 12:26:50,989',-99,66,30
'2023-08-26 12:26:51,083',-99,66,30
'2023-08-26 12:26:51,176',-99,66,30
'2023-08-26 12:26:51,363',-99,72,30
'2023-08-26 12:26:51,457',-100,72,30
'2023-08-26 12:26:51,738',-99,72,30
'2023-08-26 12:26:51,926',-100,69,30
'2023-08-26 12:26:52,020',-100,69,30
'2023-08-26 12:26:52,113',-99,69,30
'2023-08-26 12:26:52,301',-99,69,30
'2023-08-26 12:26:52,488',-99,69,30
'2023-08-26 12:26:52,582',-99,69,30
'2023-08-26 12:26:52,789',-99,73,30
'2023-08-26 12:26:52,957',-99,73,30
'2023-08-26 12:26:53,051',-99,73,30
'2023-08-26 12:26:53,145',-99,73,30
'2023-08-26 12:26:53,239',-99,73,30
'2023-08-26 12:26:53,426',-99,69,30
'2023-08-26 12:26:53,613',-99,66,30
'2023-08-26 12:26:53,707',-99,66,30
'2023-08-26 12:26:54,176',-99,72,30
'2023-08-26 12:26:54,270',-100,72,30
'2023-08-26 12:26:54,458',-99,72,30
'2023-08-26 12:26:54,644',-99,72,30
'2023-08-26 12:26:54,738',-99,72,30
'2023-08-26 12:26:54,832',-99,72,30
'2023-08-26 12:26:54,926',-99,72,30
'2023-08-26 12:26:55,020',-99,72,30
'2023-08-26 12:26:55,488',-99,63,30
'2023-08-26 12:26:55,676',-99,73,30
'2023-08-26 12:26:55,863',-99,73,30
'2023-08-26 12:26:56,051',-99,73,30
'2023-08-26 12:26:56,145',-100,73,30
'2023-08-26 12:26:56,239',-100,73,30
'2023-08-26 12:26:56,801',-99,75,30
'2023-08-26 12:26:56,989',-99,75,30
'2023-08-26 12:26:58,919',-99,75,30
'2023-08-26 12:27:01,824',-99,70,30
'2023-08-26 12:27:02,387',-99,70,30
'2023-08-26 12:27:02,575',-99,70,30
'2023-08-26 12:27:02,950',-99,70,30
'2023-08-26 12:27:05,106',-99,70,30
'2023-08-26 12:27:05,480',-99,77,30
'2023-08-26 12:27:06,137',-99,62,30
'2023-08-26 12:27:06,324',-99,62,30
'2023-08-26 12:27:06,887',-99,62,30
'2023-08-26 12:27:19,379',-91,62,30
'2023-08-26 12:27:19,469',-91,62,30
'2023-08-26 12:27:19,563',-91,62,30
'2023-08-26 12:27:19,657',-91,62,30
'2023-08-26 12:27:19,751',-91,62,30
'2023-08-26 12:27:19,844',-91,62,30
'2023-08-26 12:27:20,031',-91,62,30
'2023-08-26 12:27:20,126',-91,62,30
'2023-08-26 12:27:20,220',-91,62,30
'2023-08-26 12:27:20,313',-91,62,30
'2023-08-26 12:27:20,406',-91,62,30
'2023-08-26 12:27:20,501',-91,62,30
'2023-08-26 12:27:20,594',-91,62,30
'2023-08-26 12:27:20,688',-91,62,30
'2023-08-26 12:27:20,781',-91,62,30
'2023-08-26 12:27:20,875',-91,62,30
'2023-08-26 12:27:20,969',-91,62,30
'2023-08-26 12:27:21,063',-91,62,30
'2023-08-26 12:27:21,157',-91,62,30
'2023-08-26 12:27:21,250',-91,62,30
'2023-08-26 12:27:21,344',-91,62,30
'2023-08-26 12:27:21,438',-91,62,30
'2023-08-26 12:27:21,532',-91,62,30
'2023-08-26 12:27:21,626',-91,62,30
'2023-08-26 12:27:21,719',-91,62,30
'2023-08-26 12:27:21,813',-91,62,30
'2023-08-26 12:27:21,907',-91,62,30
'2023-08-26 12:27:22,001',-91,62,30
'2023-08-26 12:27:22,095',-91,62,30
'2023-08-26 12:27:22,282',-91,108,30
'2023-08-26 12:27:22,469',-91,108,30
'2023-08-26 12:27:22,563',-91,108,30
'2023-08-26 12:27:22,657',-91,108,30
'2023-08-26 12:27:22,751',-91,108,30
'2023-08-26 12:27:22,845',-91,108,30
'2023-08-26 12:27:22,937',-91,108,30
'2023-08-26 12:27:23,032',-91,108,30
'2023-08-26 12:27:23,126',-91,108,30
'2023-08-26 12:27:23,220',-91,108,30
'2023-08-26 12:27:23,314',-91,108,30
'2023-08-26 12:27:23,406',-91,108,30
'2023-08-26 12:27:23,501',-91,108,30
'2023-08-26 12:27:23,595',-91,108,30
'2023-08-26 12:27:23,688',-91,108,30
